"assignee_id"	"assignee_type"	"disambig_assignee_individual_name_first"	"disambig_assignee_individual_name_last"	"disambig_assignee_organization"
"org_XVtwm7IASXJt4fWNjXpw"	2	NA	NA	"The Hilliard Corporation"
"org_xVTyROMsphUbdNZQcxbu"	3	NA	NA	"Verla-Pharm Arzneimittelfabrik Apotheker H.J.v. Ehrlich GmbH & Co. KG"
"org_XvVeTcJuZOiMIAKdnkXf"	3	NA	NA	"Get Inc."
"org_XVW0yigkqgnoHSKqKF0z"	3	NA	NA	"Electronique Serge Dassault"
"org_xvwKEfEX7gbCvvgM9jeh"	3	NA	NA	"Etienne Lacroix Tous Artifices S.A."
"org_XVXrgDVcdLgWYZCmZ0V9"	3	NA	NA	"LSIS Co., Ltd."
"org_XvYtNkEUQuQHOu832BHO"	2	NA	NA	"Sarnoff Corporation"
"org_XW1ZeRtjUKcJCQNGmwfx"	2	NA	NA	"Metro One Telecommunications, Inc."
"org_Xw5bwLvR8S6S2tS5RJZo"	2	NA	NA	"Cardiac Intelligence Corporation"
"org_Xwb9ip7VgLT9jPzepkwX"	2	NA	NA	"The Regents of the University of California"
"org_XWCltZpfHNALR4Nvpli8"	2	NA	NA	"Means Industries, Inc."
"org_xwE1W0wqCIJqKYxt6iJe"	3	NA	NA	"SRI Sports Limited"
"org_XwJ5OdhiRWCgS7VJv2PS"	2	NA	NA	"Sinco, Inc."
"org_XWmAl9NnsJ1hUdN7G6Pq"	3	NA	NA	"BASE SE"
"org_xWmgKXWKdHjtZP2J3Hf4"	2	NA	NA	"Fleming Printing Company"
"org_xwNoiuISpuirxJVIE8f7"	2	NA	NA	"Woodhead Industries, Inc."
"org_xwUInFKCqso6Hrb4oBv4"	2	NA	NA	"Plantronics, Inc."
"org_XwX9bHjdE6XsDCl1TaPc"	2	NA	NA	"R. A. Casalou, Inc."
"org_XwxiXwkLD0HQf6qX0MPm"	3	NA	NA	"NHK Spring Co., Ltd."
"org_xX3tcMtWaN3miYdU3dFZ"	2	NA	NA	"Adalis Corporation"
"org_XxAwwtFJrGhwKglwAkQ1"	3	NA	NA	"CMED Technologies Ltd."
"org_xXBem7xKutrY59SLC0Ay"	3	NA	NA	"TRW Automotive Electronics & Components GmbH & Co. KG"
"org_xXCBBHX357eLMzfAnG2n"	2	NA	NA	"Power Signal Technologies, Inc."
"org_XxCcQMCclHZNpznR9cvb"	2	NA	NA	"Salix Pharmaceuticals, Ltd."
"org_XXE8w04WraZT4hUJ104s"	2	NA	NA	"General Technology Applications, Inc."
"org_xximHVv8q1Pa9TKxp5nG"	3	NA	NA	"JX Nippon Mining & Metals Corporation"
"org_XxnDCoE4WR44owo7x0XI"	2	NA	NA	"Staktek Corporation"
"org_XxoMWQkth0UyxxALsC5C"	2	NA	NA	"BP Corporation North America Inc."
"org_XxUJlIfIcSUUruHbBZqg"	3	NA	NA	"NDS Limited"
"org_xxVpgGsuuQja7iYT89Oh"	3	NA	NA	"Ken Hayashibara"
"org_XXVwFm6GIyVB5r4UYKkK"	3	NA	NA	"Nederlandse Organisatie voor Toegepast-Natuurwetenschappelijk Onderzoek TNO"
"org_XxxxN34HBSLMx5ok5y3W"	2	NA	NA	"Internet Probation and Parole Control, Inc."
"org_xyA6XQNLXQCQrzoqNyRd"	3	NA	NA	"Societe Anonyme D.B.A."
"org_xYcdejnl5wQUV43o8Nj1"	3	NA	NA	"GEA TDS GmbH"
"org_XYFLCQAR1AvLxHKJn3uV"	2	NA	NA	"NOKIA OF AMERICA CORPORATION"
"org_XyGKcoK5BwNiU5feRn3q"	3	NA	NA	"Fichtel & Sachs AG"
"org_Xyh3bSGjVDJZTn6dXSc3"	2	NA	NA	"Sartomer Company, Inc."
"org_XyHV1pAAd6UIwdfIlVBU"	3	NA	NA	"Solarworld Innovations GmbH"
"org_XyjDn9yEiTYx0I2Pj3q6"	2	NA	NA	"AST Research, Inc."
"org_XYOUycjWspv949NnryK0"	2	NA	NA	"Griffin Technology, Inc."
"org_xYP4zOxTrTL2u9oRdSgT"	3	NA	NA	"Sec Carbon, Limited"
"org_xypKRx0FfVl8OuNQ2NwC"	2	NA	NA	"Jamkazam, Inc."
"org_xyQSHlqQ6TfsHhMV6gFm"	3	NA	NA	"Kronotec AG"
"org_xywqqBxsgpeXgxaoHsKR"	3	NA	NA	"Kyphon SARL"
"org_xYWriufmHz9hpMGyMBLx"	2	NA	NA	"B/E Aerospace, Inc."
"org_Xz1b4UceLBLOwek3vf5h"	2	NA	NA	"LightMaster Systems, Inc."
"org_xZ8dxNCrslx3YWuEK1Qe"	3	NA	NA	"GW Pharma Limited"
"org_Xz8vk8d2x4KEDIzTYDXx"	2	NA	NA	"Modulus Media Systems, Inc."
"org_xZ9kCZhPlTZ4b2f3R8wy"	2	NA	NA	"Solofill, Inc."
"org_xZA0wjvlqdKAkKqpIhCE"	2	NA	NA	"Adhesive Technology, Inc."
"org_XZedIUuI70sypgeHXKSB"	3	NA	NA	"The University of Toronto Innovations Foundation"
"org_XZEFdQZebhGpEqFK7ewb"	3	NA	NA	"Osaka Prefectural Government"
"org_xzfbcuuRGQarAcq3Lgj4"	2	NA	NA	"VIVID ENGINEERING, INC."
"org_xzHM9gpmelbkyoxMIDZn"	3	NA	NA	"Campagnolo S.r.l."
"org_XZHrzBJzjgrhGqqAEJK7"	3	NA	NA	"Queen Mary & Westfield College"
"org_XZHxoukk0yqtdANq615J"	3	NA	NA	"Shanghai Huahong Grace Semiconductor Manufacturing Corporation"
"org_Xzl4unbSGzDHGWY7Dy2J"	2	NA	NA	"Martin Engineering Company"
"org_xzLHUfE06W0nfZ3mHi1N"	2	NA	NA	"AbbVie Inc."
"org_xzm0XJMBTBQbQiGttjih"	2	NA	NA	"Personal Products Company"
"org_xznZOFTrM175wa13Mpbg"	3	NA	NA	"ARANDA PHARMA LTD"
"org_y04cVXFye0DAqo06A7Mz"	3	NA	NA	"Fitzbionics Limited"
"org_y0Dh8ilT0ukJorXP4JJ2"	2	NA	NA	"Sharewave, Inc."
"org_Y0FRrvwLTw8jyWPY9eYT"	3	NA	NA	"KOREA GAS SPRING CO., LTD."
"org_Y0kgFHOpD5wncROwpAuf"	3	NA	NA	"HUIZHOU TCL MOBILE COMMUNICATIONS CO., LTD."
"org_Y0rSFkQ6H2zYAlzMz2wf"	3	NA	NA	"Böllhoff Verbindungstechnik GmbH"
"org_Y0YrOIghIL3cKyFrH2f6"	2	NA	NA	"Intermec IP Corp."
"org_y15zoJHz0ubCksoKkhRf"	3	NA	NA	"B&W Diesel A/S"
"org_Y168mu1KR83ucWQOQdP8"	2	NA	NA	"Battelle Development Corporation"
"org_y19ryVonav35EwRa1o4y"	2	NA	NA	"Essential Medical, Inc."
"org_Y1fs2fDD3bXP2jPwOuHH"	2	NA	NA	"Tellabs Operations, Inc."
"org_Y1I043UHyKiFQWLNUaij"	3	NA	NA	"Ansaldo Energia S.p.A."
"org_Y1PRjtGJQx4OHLcvGcTn"	2	NA	NA	"Cameron Iron Works, Inc."
"org_y1UrgR88lemsbq8yAcjy"	2	NA	NA	"Aspect Telecommunications Corporation"
"org_Y26ld04TRciQyX12w0YL"	2	NA	NA	"Theraclone Sciences, Inc."
"org_y2AxCCbCjxfgbAKW5VWR"	2	NA	NA	"Cardiac Pathways Corporation"
"org_Y2FEoAMoqLr11edeznzd"	2	NA	NA	"Neevo, LLC"
"org_y2GV0EQz9LmP2Mbr13Vz"	3	NA	NA	"AMOGREENTECH CO., LTD."
"org_Y2OeD3NLTkErQ2eWHfzN"	3	NA	NA	"Hometek International Ltd."
"org_Y2Ss3ufFG8HYMQ2FOHfH"	3	NA	NA	"Hanwha Chemical Corporation"
"org_Y2ZtGX6bbpySjyajY5ST"	2	NA	NA	"Planetweb, Inc."
"org_y35wtzX5gfiyuQohJ8Ki"	3	NA	NA	"Kanegafuchi Kagaku Kogyo Kabushiki Kaisha"
"org_Y38VuJJvyI31vtVPyVZ2"	2	NA	NA	"Nazomi Communications Inc."
"org_Y3EGlxEslChHQ9oQBiVA"	3	NA	NA	"William Cook Europe APS"
"org_y3pj8QvrwTkPbBoHkW3u"	2	NA	NA	"Sea-Log Corporation"
"org_y3QePQYCOut86K3rFtDt"	3	NA	NA	"RELISH BROTHERS AG"
"org_Y4bZemBsOdi0vTwunxm0"	3	NA	NA	"GAME FREAK Inc."
"org_y4cGKt2SJkmJqqYncwnE"	2	NA	NA	"General Cable Technologies Corporation"
"org_Y4O2uzNctmT3anFv9tkS"	3	NA	NA	"SANOCHEMIA PHARMAZEUTIKA AG"
"org_Y4QtKGLYtAewABHLHhhz"	2	NA	NA	"Virgin America Inc."
"org_Y4TsOwIQ5zfVtkCE6RCP"	3	NA	NA	"Nordway Limited"
"org_y4wIBfBthQOZpDnis5MT"	3	NA	NA	"Applied Utech"
"org_Y4wUhonRyvCaqqJYvf4H"	3	NA	NA	"SCHENECK PROCESS AUSTRALIA PTY LTD"
"org_y4yGMnvsEjGk3UggthWV"	3	NA	NA	"SOCIONEXT INC."
"org_y4YuL3mNkODF2NPzOQSu"	3	NA	NA	"Leybold Systems GmbH"
"org_Y50wNpoYKP9zz7EtYUFz"	2	NA	NA	"ITT Manufacturing Enterprises, Inc."
"org_Y55U7TsdztOODaa3ugJf"	3	NA	NA	"Isagro S.p.A."
"org_Y5FsVNCANlgHvYOwTjRb"	3	NA	NA	"Oki Electric Industry Co., Ltd."
"org_y5LLkX2v96K6ShQ9PMLv"	2	NA	NA	"Turth Incorporated"
"org_Y5mzBHJhK1g4gYJAAyGu"	2	NA	NA	"BARCODING, INC."
"org_Y5SPE7QOneoJr6CfZG7m"	2	NA	NA	"Systems Engineering & Manufacturing Corp."
"org_Y64dBI4V5C7swTmM5EML"	3	NA	NA	"IPG Electronics 504 Limited"
"org_y6Uv1iWjgmNckzWpdKBn"	3	NA	NA	"Erowa AG"
"org_Y6wC4giKUOeGJVKAoeGz"	2	NA	NA	"Daig Corporation"
"org_y7ejUOHOgaVRY8iD9Kmw"	3	NA	NA	"Wescone Crushers Pty, Ltd."
"org_y7OhklsU05sbuxa3b03d"	3	NA	NA	"Advanced Display Inc."
"org_y7OrD3BoQhLv1ycErbYv"	3	NA	NA	"KATHOLIEKE UNIVERSITEIT LEUVEN"
"org_y7u3uAzhfbQaxDewO8j2"	2	NA	NA	"Irwin Industrial Tool Company"
"org_Y7uRAaHdw4AJxPo7Wr7Z"	2	NA	NA	"Cosden Technology, Inc."
"org_Y85wGC1iWgjps0BmUB7J"	3	NA	NA	"Ormat Turbines (1965) Ltd."
"org_y8E6rf3RwG32x9UAcd0X"	3	NA	NA	"Fischer Gesellschaft m.b.H."
"org_y8M680U3njkW3h3CT0i0"	2	NA	NA	"Combustion Components Associates, Inc."
"org_Y8pGFK5fsuaGEdU3lc4V"	2	NA	NA	"Genus, Inc."
"org_y8qtgO3rgIhZ7dGeBX84"	2	NA	NA	"Telcordia Technologies, Inc."
"org_y8XBj1JMm3NctjZfWVNk"	3	NA	NA	"Gehring Technologies GmbH"
"org_Y8ZxamduZQEFLaaaDpRg"	2	NA	NA	"Kelley Company, Inc."
"org_y96LeVeQ3QA1b3hDKqta"	2	NA	NA	"Altria Group Distribution Company"
"org_y99PlJI4tvCZvOvDUock"	3	NA	NA	"Biocompatibles UK Limited"
"org_Y9auhouBd0FY7HtQaMER"	2	NA	NA	"CTA Acoustics, Inc."
"org_y9Hc3vYuHAe8RpLUn0dU"	3	NA	NA	"Wendt GmbH"
"org_Y9QoR545nGt8LCnb9o2G"	3	NA	NA	"Atlas Copco Rock Drills AB"
"org_y9y2xHCzljMhyTipNtLj"	2	NA	NA	"Zebra Technologies Corporation"
"org_Ya1ORlzVKEsJOOGWihIc"	3	NA	NA	"Silicon Integrated Systems Corp."
"org_YAb1KH8s00JfM15pZ0Hp"	2	NA	NA	"GrafTech International Holdings Inc."
"org_yaBmy8jWYSAbf6g5bCFT"	2	NA	NA	"AMCA International Corporation"
"org_YaBv0bFvAqKpTIcSdorE"	3	NA	NA	"Siemens Audiologische Technik GmbH"
"org_YaguRNZuAZZIJVlP2QXf"	2	NA	NA	"Celanese Acetate LLC"
"org_yaku6U1Dxno82ytY5f9x"	3	NA	NA	"SAFRAN AERO BOOSTERS SA"
"org_YalL0WJQ1A6nR2p6Ckxw"	2	NA	NA	"Board of Supervisors of Louisiana State University and Agricultural and Mechanical College"
"org_YAOm1UlPXGg1PJlp9LwL"	3	NA	NA	"TAIYO NIPPON SANSO CORPORATION"
"org_YapgBsVEwy6oRnBI9ug0"	2	NA	NA	"General Dynamics Armament Systems, Inc."
"org_Yavx5j7Izn4KblqsYwiY"	2	NA	NA	"RICETEC, INC."
"org_YAX0UcFp7twa7yasFeL3"	2	NA	NA	"Eltron Research, Inc."
"org_yb7zW8noXBuy5I10Erm2"	3	NA	NA	"KONGSBERG DEFENCE & AEROSPACE AS"
"org_yBfHdJEfY8lxoZG7eusa"	3	NA	NA	"HUSQVARNA AB"
"org_YbFXDYV5PSVwv19gko8o"	3	NA	NA	"LUCIDLOGIX TECHNOLOGIES LTD."
"org_yBGjKjmSC71Xpq2dffWO"	2	NA	NA	"Beloit Technologies, Inc."
"org_ybgmEyPEZyK3e2YCxZ5N"	2	NA	NA	"Spectra, Inc."
"org_YbnYZ84rfGKrzXQYWA9x"	3	NA	NA	"Sumitomo Electric Industries, Ltd."
"org_YbnZ3mjqkYJ3eOy57ieA"	2	NA	NA	"Enzon, Inc."
"org_ybOPAIwyzFabpcRkSSqM"	3	NA	NA	"Atmel Rousset S.A.S."
"org_ybsJ5XwZ8KAvSXs3bbrB"	2	NA	NA	"Medical Instill Technologies, Inc."
"org_ybXp5m7oxfJy5Mx2JWXh"	3	NA	NA	"Toyo Gosei Kogyo Co., Ltd."
"org_YBXvIwTopIPKPvNI4iWP"	3	NA	NA	"Von Roll AG"
"org_yC2yl5WMNgieSZxtNV3z"	2	NA	NA	"Siemens Water Technologies Corp."
"org_Yc5a4hOOejWpE6EhoWgn"	2	NA	NA	"ORACLE AMERICA, INC."
"org_YcG29piXrIbIiNDRRwLY"	3	NA	NA	"Taiyo Yuden Co., Ltd."
"org_YcsBUrlqcJIF4ZiLJCjT"	3	NA	NA	"Realtek Semiconductor Corp."
"org_yctX7SrZuQEXLdHa1MWb"	2	NA	NA	"Power Circuit Innovations, Inc."
"org_ycvGOVzEISXBY96sDGKk"	2	NA	NA	"Synthesys Research, Inc."
"org_YcVi4FYhE15SHlEjSRzh"	2	NA	NA	"Linear Health Sciences, LLC"
"org_yCW8xyNUov381ikWMM3U"	3	NA	NA	"APRESIA Systems, Ltd."
"org_yd2tsQdsIyr9KXQHJjYR"	2	NA	NA	"Autoliv ASP, Inc."
"org_yD6cF6q6mNwBeSrJlXvC"	3	NA	NA	"Optelec Holding B.V."
"org_YdcpaqSVMX9Ya0NdDKws"	2	NA	NA	"Ucentric Holdings, Inc."
"org_ydECam3gi2nDHeCN6MeL"	3	NA	NA	"Indian Petrochemicals Corporation Limited"
"org_ydfrPlirtoemKPqBMwLl"	2	NA	NA	"Bite Tech, Inc."
"org_ydFvh88kLChCT0GV2VE0"	2	NA	NA	"Return on Investment Corporation"
"org_ydHSwdrqFkcDnpHFkQDD"	2	NA	NA	"SanDisk 3D LLC"
"org_YDLrXXamHpjlqkpQinxg"	2	NA	NA	"Plaskolite, Inc."
"org_ydNuK8iX8qM7SIuJRsVQ"	2	NA	NA	"Osocad Remote Limited Liability Company"
"org_YDpzfXBwEV0AEakq70Hb"	2	NA	NA	"Digimarc Corporation"
"org_yDqSvKtx6a7GGtzNcbrh"	2	NA	NA	"Burckhardt America, Inc."
"org_YdTyhhfy23AULyeYj3xl"	3	NA	NA	"Smith Kline & French Laboratories Limited"
"org_ydVnp53XSJP66wt28h9n"	3	NA	NA	"Kabushikikaisha Equos Research"
"org_ydXvbFsodbAnII8q2eXf"	2	NA	NA	"Avery Dennison Corporation"
"org_yDYjdA8ag0YfdSIdveIo"	3	NA	NA	"Chromalloy United Kingdom Limited"
"org_yE1DSSCDrvCohptPD9XP"	3	NA	NA	"Pauwels-Trafo Belgium N.V."
"org_yE6B5MDk3SQ0zLHpCH0x"	2	NA	NA	"Cenex/Land O'Lakes Agronomy Company"
"org_YEB2EYNav9o9E5Bp4qgb"	2	NA	NA	"Commercial Insulation Company"
"org_YEBkZdKItJSGEW81NhyO"	3	NA	NA	"Path Medical GMBH"
"org_YEcQFMYZwx4cavGsN26p"	2	NA	NA	"PSC Inc."
"org_yeCYX1VXk9y6eJPSj1tM"	2	NA	NA	"Emission Control Company"
"org_yEfyt5kMmuR5VepUKEmH"	2	NA	NA	"ChronoRX, LLC"
"org_yeggrJQGlYMTnEFhPAoi"	3	NA	NA	"Nortel Networks Limited"
"org_YEhAbA41LuHkg40SjM0b"	2	NA	NA	"Technic, Inc."
"org_YeKO5zAsdYJzx45Qs7a8"	2	NA	NA	"Suprex Corporation"
"org_YekXJkfnKUFfM0nyvVm6"	3	NA	NA	"THYSSENKRUPP UHDE GMBH"
"org_YEokHJLwvZU4f3QqPui9"	2	NA	NA	"Quick Hit, Inc."
"org_yeQZys8koMDTuQl0KsbY"	2	NA	NA	"Kuryakyn Holdings, Inc."
"org_yeuObqfuvDqSHTzduZIN"	3	NA	NA	"STAR MICRONICS CO., LTD."
"org_yEUZJV1fFk82Ibr36Uh3"	3	NA	NA	"Sony Corporation and Sony Mobile Communications, Inc."
"org_YEYamjyVIdsYRyZH4WyP"	2	NA	NA	"Celeritas Technologies, Ltd."
"org_yf1I7Fh7QDmWd4rXz3ET"	2	NA	NA	"Cytec Technology Corp."
"org_YF1nnKr2n6s4hnXKkhpB"	3	NA	NA	"Kabushiki Kaisha Nihon M.D.M."
"org_YF1OcWKnwqErpJFN7gdD"	2	NA	NA	"WebTV Networks, Inc."
"org_Yf5vnFAtjDcBiYqBPXjv"	2	NA	NA	"3D Systems, Inc."
"org_yfBN8D73qE0kOulEB8EO"	3	NA	NA	"SM Schweizerische Munitionsunternehmung"
"org_YfERSSEbVxCKAdCGw5Vt"	2	NA	NA	"Orion Industries, Inc."
"org_YFg5FZqhzTc93ABANJlh"	2	NA	NA	"The University of Chicago"
"org_yFKlFgJ3GxCxUUjsgEQ3"	2	NA	NA	"Uniroyal, Inc."
"org_YFkSf4sacnGsIsMBWtGL"	2	NA	NA	"Corning Glass Works"
"org_yfMy2P8g2Jnn28hOp0nZ"	3	NA	NA	"EXEL INDUSTRIES"
"org_YfRFNoncnoVS8h0EALnO"	2	NA	NA	"Dendreon Corporation"
"org_YFU5UDIYVvF7CGDRsiY4"	3	NA	NA	"Ensuiko Sugar Refining Co., Ltd."
"org_YfzkttsFWtrweOfUQpzp"	3	NA	NA	"SNECMA"
"org_YfZy1CflxiGTS9wP09xo"	3	NA	NA	"Daiichi Pharmaceutical Co., Ltd."
"org_yg7jXKkLFGWLltkCfHh9"	3	NA	NA	"Harness System Technologies Research, Ltd."
"org_yG7VLMRr30XZ0Ba3KwBW"	2	NA	NA	"BE Intellectual Property, Inc."
"org_yGhc2AT7oXJ994MNlXtN"	2	NA	NA	"IGT"
"org_yGkR6TXH0ogIcBQzjx9y"	2	NA	NA	"Franklin and Marshall College"
"org_YGlEvYKEJRimOpE7JX4H"	3	NA	NA	"SIKA Dr. Siebert & Kühn Gmbh & Co. KG"
"org_YgSzuMsPof99iSIIIz0z"	3	NA	NA	"Ernst Peiniger GmbH Unternehmen Fur Bautenschutz"
"org_YgubJpvIPT2NZ8AvnlNc"	2	NA	NA	"Molex Incorporated"
"org_ygvz0t06HXWyOoNmeNDW"	2	NA	NA	"Opcon, Inc."
"org_yH0F2GC9O7MGaUGEQYkm"	2	NA	NA	"Shakespeare Company"
"org_YH2wD69WoLEdH1CF5ajk"	2	NA	NA	"University of North Texas Health Science Center at Fort Worth"
"org_yH3QKaODzRMIfuCwoegu"	3	NA	NA	"Par-Ten Products Ltd."
"org_yH7HF0HlG8SHbLnbNwd1"	2	NA	NA	"Egnyte, Inc."
"org_yhbU24hI6ghismAg9KxM"	2	NA	NA	"Monell Chemical Senses Center"
"org_yhDMONRJs4fooy8IGjtF"	2	NA	NA	"INIS Biotech LLC"
"org_yHFyKJ1IFQXLoYwCBeiG"	2	NA	NA	"EMERSON PROCESS MANAGEMENT POWER & WATER SOLUTIONS, INC."
"org_yhg9q86nL1xLa3502Z3m"	3	NA	NA	"NaMLab gGmbH"
"org_yHJaK6EThRAUk7uA0G6Z"	3	NA	NA	"Nagracard S.A."
"org_yHkqyRy9qo8sIEqsaua1"	3	NA	NA	"Ecotecnia Energias Renovables, S.L."
"org_YhKSl3oYpRs7Lhmdt3es"	2	NA	NA	"Tom-Kap-Co"
"org_YhNr1ttK1ZBH8ODDlYHf"	2	NA	NA	"CaridianBCT, Inc."
"org_yhPrdGqwRf0L5PvK36fX"	2	NA	NA	"Fabex, Incorporated"
"org_Yhx7P7TE18VScbkuyiCl"	3	NA	NA	"Ceramaspeed Limited"
"org_yHzCYr7Mq2uDzUeXoan7"	3	NA	NA	"Dunlop Limited"
"org_Yi2fMmMtdsEcbvpzo9mT"	3	NA	NA	"Papst-Motoren GmbH & Co. KG"
"org_Yi3Iu1W0x4Y0F4du0UIf"	3	NA	NA	"HEFEI BOE DISPLAY LIGHTING CO., LTD."
"org_yI5SCvxAp1kgeKBlkwhF"	3	NA	NA	"Apricot Computers Limited"
"org_yIG5zsgeNGBlxOc4MmYb"	2	NA	NA	"SciMed Life Systems, Inc."
"org_Yig83abqSqS8mJdOAvw6"	3	NA	NA	"PRIMETALS TECHNOLOGIES AUSTRIA GMBH"
"org_YiGjFK7fWAOXqHMQwdZC"	2	NA	NA	"Etymotic Research, Inc."
"org_yiKgkXL5PvEk9rnxAnp9"	3	NA	NA	"Korea Research Institute of Standards and Science"
"org_yIOwGA5ETkPfpmJ5rgp3"	3	NA	NA	"Dominion Auto Accessories Limited"
"org_YiqgNQHpsOTj08OgOIZ5"	2	NA	NA	"Aquarium Pharmaceuticals, Inc."
"org_yIRJxkI05DGDPDJWJtgD"	3	NA	NA	"Siemens Medical Instruments Pte. Ltd."
"org_YivT423hXYX7GfhwPk1R"	3	NA	NA	"MATSUDA DESIGN LTD"
"org_yJ0RptWOCyWEsQAP8WJr"	2	NA	NA	"Hi Bridger, Inc."
"org_YJ5lDBD7Lv1kDHxWmDeG"	2	NA	NA	"Value-Added Communications, Inc."
"org_YJ6Aq7ku0vRj66WT9Klj"	2	NA	NA	"Qube Corporation"
"org_yJ8gVpiTQ09dx1sO6BDv"	2	NA	NA	"Aeroquip Corporation"
"org_yjDkmyRLWaH6jVUkbFwE"	2	NA	NA	"Doosan Fuel Cell America, Inc."
"org_yJIcbpO6jQ7ylYojVDeW"	2	NA	NA	"Lumentum Operations LLC"
"org_yJPeKrDztA0RaxzQsSbx"	3	NA	NA	"Shiang Fu Woodware Co., Ltd."
"org_yJpJCEWrFeBNcbUTNyev"	3	NA	NA	"Powertech Labs Inc."
"org_YJpW9t1jWBVfBqg0ogxv"	2	NA	NA	"Ford New Holland, Inc."
"org_YjQ407H0vz3hTi9g24aT"	2	NA	NA	"Deep Well Power, LLC"
"org_YJrNrET0fv6tAJNScvgZ"	2	NA	NA	"AMP Incorporated"
"org_YjseHtCYy76GGvFHfWlT"	2	NA	NA	"Ozmo Licensing LLC"
"org_yJTW3kTuO9RNUjoDmVWp"	3	NA	NA	"Keyence Corporation"
"org_yK6FoEFXrMqoTQ2jCrtO"	3	NA	NA	"BIOLOGICAL E LIMITED"
"org_yKAwhcaB9ZgqAJIR33Zk"	3	NA	NA	"Inventio AG"
"org_YKbMCtHv6YRdcAqlBrzJ"	2	NA	NA	"Siemens-Allis, Inc."
"org_yKCdn4dMeTzVTicKzwpZ"	2	NA	NA	"Aplus Flash Technology, Inc."
"org_YkgB3mOe8K1bvrcXv7Hi"	3	NA	NA	"Praezision Werkzeuge AG"
"org_YKhE1gZLttKWBz88FW1m"	3	NA	NA	"COMPUGROUP MEDICAL SE"
"org_yKhmYB6qwYzvXqb61Scr"	2	NA	NA	"Light & Motion Industries"
"org_yKIFbSEkWt3qZpAjCnLA"	2	NA	NA	"WGRS LICENSING COMPANY, LLC"
"org_YKQ58Uz9riZX061FvcRy"	3	NA	NA	"Alkermes Pharma Ireland Limited"
"org_ykVk54mMiEZ7ZQxrbuA1"	3	NA	NA	"Takigen Manufacturing Co. Ltd."
"org_ykY8o5i4zE8j1bWvMXO9"	3	NA	NA	"Nissan Diesel Motor Co., Ltd."
"org_ykYdmlrhvOOJojs3pXM4"	2	NA	NA	"BT Web Solutions, LLC"
"org_yL443G3xDKpIpl4InQ8C"	2	NA	NA	"IMPERIAL PIPE, INC."
"org_YL4NT1oDAZz2v55hMUNB"	2	NA	NA	"Mahi Networks, Inc."
"org_Yl4tJJe15HEFBzKsYowQ"	3	NA	NA	"Versitech Limited"
"org_ylAGvchCVU4Tmi4ykkKI"	3	NA	NA	"Hydraulik-Ring GmbH"
"org_YlBdgde4su4fyAagJgN0"	3	NA	NA	"Trnastex Composite Inc."
"org_Ylcsbj6UVnt3CQDecfTM"	2	NA	NA	"Koppers Company, Inc."
"org_Yllost7fzKgSTflMQvMD"	2	NA	NA	"Ohaus Corporation"
"org_yllrj5PVY0i3loSqvpBF"	3	NA	NA	"BORTOLIN KEMO S.P.A."
"org_YlLxTwuTTuR8cAbqkOzK"	2	NA	NA	"USR Optonix Inc."
"org_YLnpDhr6KkY0owrYbdKX"	2	NA	NA	"Horn & Gladden Lint Cleaner Company, Inc."
"org_yLNTf4wCuClvdKtdcT3W"	3	NA	NA	"South Eastern Sydney Area Health Service"
"org_yLtsV3NwYC7BrHoUVTCy"	3	NA	NA	"SHENZHEN BYD AUTO R&D COMPANY LIMITED"
"org_YLxrfRyQQFvMnWK5GYac"	2	NA	NA	"Formall, Inc."
"org_YLyeIPwmFk01LZDPWitI"	2	NA	NA	"L-3 Communications Security and Detection Systems, Inc."
"org_yLyNmGsgGeGkVh4h4RGT"	3	NA	NA	"Kommanditbolaget Aldolf"
"org_YlZd47qoqmUGBwzPNaVS"	3	NA	NA	"The Boots Company PLC"
"org_yLZPCfwq7txm0zBtuktk"	2	NA	NA	"Momentive Performance Materials Inc."
"org_YM4oeCGZeM5kzrmP8WNe"	2	NA	NA	"Rovi Guides, Inc."
"org_yM5Ri15gPQnUlok7Ff41"	3	NA	NA	"Valeo Systèmes d'Essuyage"
"org_YM9z35sww2phlkSKoWVQ"	2	NA	NA	"CA, Inc."
"org_Ymbcf8EiVM5ORs3s9zty"	2	NA	NA	"Williams Electronics Games, Inc."
"org_ymC7PxZv4F2w2SHoLrla"	2	NA	NA	"Bigfoot Biomedical, Inc."
"org_yMLDj63FtKTCJ0mapbVF"	3	NA	NA	"Nippon Oil and Fats Co., Ltd."
"org_yMo5RzjixYm1kwyQQDMw"	2	NA	NA	"Gleason Corporation"
"org_yMpNzDQ6DGvf3xpK0Qrh"	2	NA	NA	"Verint Americas Inc."
"org_YmPX9TdnSLFbEHohSGC2"	2	NA	NA	"The Foxboro Company"
"org_ymw1MmFdSxYOqAZBqtjr"	2	NA	NA	"Inscripta, Inc."
"org_YmWf3yIgOKVMerYaF1Xt"	2	NA	NA	"C. Cretors & Company"
"org_ymyu6W5FZT8JoguyFKoR"	2	NA	NA	"E-Parcel, LLC"
"org_yN50C6QEv8XkgsNlB7wV"	3	NA	NA	"CAMBRIDGE DISPLAY TECHNOLOGY LIMITED"
"org_yN7qTFWoU5WW0H26GfBz"	2	NA	NA	"Enzon Pharmaceuticals, Inc."
"org_ynb09Ec9ErWYtHwtgbej"	2	NA	NA	"Southco, Inc."
"org_yNEUQXeuhxBhNhoTDARG"	2	NA	NA	"Entact, Inc."
